iter	Passed	Remaining
590	2312	1600
591	2314	1594
592	2315	1589
593	2316	1583
594	2318	1577
595	2320	1572
596	2322	1568
597	2324	1562
598	2325	1556
599	2326	1551
600	2327	1545
601	2329	1539
602	2338	1539
603	2339	1534
604	2342	1529
605	2344	1524
606	2352	1523
607	2355	1518
608	2358	1514
609	2362	1510
610	2364	1505
611	2365	1499
612	2366	1494
613	2368	1489
614	2370	1484
615	2372	1478
616	2374	1474
617	2376	1469
618	2378	1463
619	2380	1459
620	2383	1454
621	2385	1449
622	2386	1444
623	2387	1438
624	2388	1433
625	2389	1427
626	2390	1422
627	2391	1416
628	2392	1411
629	2394	1406
630	2395	1400
631	2396	1395
632	2397	1390
633	2419	1396
634	2421	1391
635	2422	1386
636	2424	1381
637	2426	1376
638	2430	1372
639	2431	1367
640	2432	1362
641	2433	1356
642	2434	1351
643	2437	1347
644	2438	1342
645	2439	1336
646	2440	1331
647	2441	1326
648	2442	1321
649	2443	1315
650	2445	1311
651	2447	1306
652	2448	1301
653	2449	1296
654	2451	1291
655	2455	1287
656	2457	1282
657	2459	1278
658	2460	1273
659	2461	1268
660	2462	1263
661	2464	1258
662	2465	1253
663	2466	1248
664	2467	1243
665	2468	1238
666	2469	1232
667	2470	1227
668	2471	1222
669	2472	1218
670	2473	1213
671	2475	1208
672	2476	1203
673	2477	1198
674	2478	1193
675	2480	1188
676	2481	1183
677	2482	1178
678	2483	1174
679	2484	1169
680	2485	1164
681	2486	1159
682	2487	1154
683	2489	1150
684	2491	1145
685	2492	1141
686	2494	1136
687	2496	1132
688	2497	1127
689	2499	1123
690	2501	1118
691	2502	1113
692	2503	1109
693	2504	1104
694	2505	1099
695	2506	1094
696	2508	1090
697	2508	1085
698	2510	1080
699	2511	1076
700	2512	1071
701	2513	1067
702	2515	1062
703	2517	1058
704	2518	1053
705	2522	1050
706	2523	1045
707	2526	1041
708	2527	1037
709	2528	1032
710	2529	1028
711	2530	1023
712	2531	1019
713	2532	1014
714	2534	1010
715	2535	1005
716	2536	1001
717	2538	996
718	2540	992
719	2542	988
720	2545	984
721	2546	980
722	2547	976
723	2550	972
724	2551	967
725	2555	964
726	2560	961
727	2563	957
728	2564	953
729	2565	949
730	2568	945
731	2570	941
732	2574	937
733	2576	933
734	2578	929
735	2579	925
736	2581	921
737	2582	916
738	2584	912
739	2585	908
740	2588	904
741	2590	900
742	2592	896
743	2593	892
744	2595	888
745	2597	884
746	2599	880
747	2600	876
748	2601	871
749	2603	867
750	2606	864
751	2607	859
752	2608	855
753	2611	852
754	2613	848
755	2615	844
756	2616	839
757	2618	835
758	2620	832
759	2622	828
760	2625	824
761	2628	820
762	2631	817
763	2635	814
764	2638	810
765	2640	806
766	2644	803
767	2646	799
768	2648	795
769	2651	791
770	2652	787
771	2655	784
772	2658	780
773	2660	776
774	2663	773
775	2665	769
776	2670	766
777	2671	762
778	2673	758
779	2674	754
780	2676	750
781	2677	746
782	2678	742
783	2679	738
784	2683	735
785	2685	731
786	2686	726
787	2687	723
788	2688	719
789	2689	715
790	2690	710
791	2691	706
792	2692	702
793	2694	698
794	2695	695
795	2698	691
796	2700	687
797	2701	683
798	2701	679
799	2702	675
800	2703	671
801	2704	667
802	2705	663
803	2707	659
804	2708	656
805	2709	652
806	2710	648
807	2711	644
808	2713	640
809	2714	636
810	2715	632
811	2726	631
812	2728	627
813	2730	623
814	2731	620
815	2732	616
816	2734	612
817	2735	608
818	2736	604
819	2738	601
820	2740	597
821	2743	593
822	2744	590
823	2747	586
824	2749	583
825	2750	579
826	2752	575
827	2754	572
828	2756	568
829	2758	564
830	2759	561
831	2761	557
832	2763	554
833	2765	550
834	2766	546
835	2767	542
836	2768	539
837	2770	535
838	2771	531
839	2771	527
840	2772	524
841	2775	520
842	2776	517
843	2777	513
844	2778	509
845	2779	505
846	2779	502
847	2780	498
848	2781	494
849	2782	491
850	2783	487
851	2784	483
852	2785	480
853	2786	476
854	2787	472
855	2788	469
856	2789	465
857	2790	461
858	2791	458
859	2792	454
860	2793	451
861	2794	447
862	2796	443
863	2797	440
864	2797	436
865	2798	433
866	2799	429
867	2800	425
868	2801	422
869	2802	418
870	2803	415
871	2805	411
872	2806	408
873	2807	404
874	2808	401
875	2809	397
876	2810	394
877	2812	390
878	2813	387
879	2814	383
880	2815	380
881	2815	376
882	2817	373
883	2818	369
884	2819	366
885	2821	363
886	2823	359
887	2824	356
888	2825	352
889	2826	349
890	2828	346
891	2829	342
892	2831	339
893	2832	335
894	2834	332
895	2835	329
896	2837	325
897	2838	322
898	2839	319
899	2841	315
900	2842	312
901	2843	308
902	2844	305
903	2845	302
904	2846	298
905	2847	295
906	2848	292
907	2850	288
908	2852	285
909	2854	282
910	2855	279
911	2857	275
912	2858	272
913	2859	269
914	2860	265
915	2862	262
916	2863	259
917	2864	255
918	2865	252
919	2867	249
920	2868	246
921	2869	242
922	2871	239
923	2872	236
924	2873	232
925	2874	229
926	2876	226
927	2877	223
928	2878	219
929	2879	216
930	2881	213
931	2882	210
932	2883	207
933	2885	203
934	2886	200
935	2887	197
936	2889	194
937	2890	191
938	2891	187
939	2892	184
940	2894	181
941	2895	178
942	2897	175
943	2898	171
944	2900	168
945	2902	165
946	2903	162
947	2905	159
948	2907	156
949	2909	153
950	2910	149
951	2911	146
952	2912	143
953	2914	140
954	2915	137
955	2916	134
956	2918	131
957	2920	128
958	2921	124
959	2922	121
960	2923	118
961	2925	115
962	2926	112
963	2927	109
964	2930	106
965	2931	103
966	2932	100
967	2934	96
968	2935	93
969	2936	90
970	2937	87
971	2938	84
972	2939	81
973	2941	78
974	2942	75
975	2943	72
976	2945	69
977	2947	66
978	2949	63
979	2950	60
980	2951	57
981	2952	54
982	2954	51
983	2955	48
984	2957	45
985	2958	42
986	2959	38
987	2960	35
988	2962	32
989	2964	29
990	2965	26
991	2967	23
992	2969	20
993	2970	17
994	2972	14
995	2973	11
996	2974	8
997	2975	5
998	2976	2
999	2978	0
	0

983	4020	65
984	4022	61
985	4025	57
986	4029	53
987	4045	49
988	4047	45
989	4051	40
990	4068	36
991	4071	32
992	4074	28
993	4077	24
994	4080	20
995	4082	16
996	4084	12
997	4085	8
998	4088	4
999	4089	0
