iter	Logloss
269	0.4709169143
270	0.470264813
271	0.469795882
272	0.4694559448
273	0.4687548359
274	0.4678758509
275	0.4670034521
276	0.4664223532
277	0.4662844472
278	0.4657039444
279	0.4653334339
280	0.4652518537
281	0.4645798359
282	0.4641065518
283	0.463501621
284	0.46301882
285	0.4625577225
286	0.461956952
287	0.4615563373
288	0.460785891
289	0.4604650921
290	0.4600553168
291	0.4594454752
292	0.4584216257
293	0.4578514967
294	0.4568469736
295	0.4563481775
296	0.4559381187
297	0.4553464678
298	0.4549143149
299	0.4545276523
300	0.4541881873
301	0.4536714633
302	0.4530796409
303	0.4523050812
304	0.4515685499
305	0.4509069151
306	0.4505247381
307	0.4503471666
308	0.4498416656
309	0.4493925254
310	0.4487243421
311	0.4482712189
312	0.4476696511
313	0.4470009161
314	0.4465571019
315	0.4460915592
316	0.4457006183
317	0.4453276204
318	0.4444063723
319	0.4436277694
320	0.4432275911
321	0.442504353
322	0.4420438932
323	0.4417189101
324	0.4415664315
325	0.4411726819
326	0.4408152746
327	0.4405311002
328	0.4400536895
329	0.4396339397
330	0.4392062412
331	0.4386608203
332	0.4380390916
333	0.4375728521
334	0.4371340745
335	0.4367416528
336	0.4360290309
337	0.4355702658
338	0.4351229237
339	0.4345503542
340	0.4340234684
341	0.4335543242
342	0.4327837831
343	0.43235991
344	0.4317457868
345	0.4311104768
346	0.4303920223
347	0.4299070776
348	0.4294715265
349	0.428835184
350	0.4287896011
351	0.4286654731
352	0.4281250007
353	0.4276063012
354	0.4272505091
355	0.4271427055
356	0.4265278074
357	0.4259514736
358	0.4254280978
359	0.424966683
360	0.4249660419
361	0.4243938817
362	0.4243516001
363	0.4238576571
364	0.4231362475
365	0.4223795573
366	0.4217010962
367	0.4213191019
368	0.4209444404
369	0.4208051198
370	0.4202266587
371	0.4197756986
372	0.4191649775
373	0.4190543413
374	0.4184203671
375	0.4178217451
376	0.4174757772
377	0.4173491067
378	0.4165694396
379	0.4160547217
380	0.4157351348
381	0.4153759552
382	0.4149483197
383	0.4144440028
384	0.4138076113
385	0.41334728
386	0.4127382477
387	0.4126580815
388	0.4125547489
389	0.4123186052
390	0.4118176579
391	0.4115485039
392	0.4112551981
393	0.4110567086
394	0.4104245471
395	0.4099767082
396	0.409731349
397	0.4092614273
398	0.4091477136
399	0.4088726017
400	0.4084235138
401	0.4081748399
402	0.4076533231
403	0.4071603616
404	0.4067973634
405	0.4067420019
406	0.4066115763
407	0.4062525325
408	0.4058763093
409	0.4054407775
410	0.4049976163
411	0.4043687118
412	0.4038893501
413	0.4036357714
414	0.4032682618
415	0.4026395341
416	0.4026087569
417	0.4022658573
418	0.4018625233
419	0.4013088246
420	0.4009576685
421	0.4003514674
422	0.3997538202
423	0.3993637992
424	0.398897071
425	0.3987665978
426	0.3985332953
427	0.3979994304
428	0.3975967103
429	0.3974538161
430	0.3970070051
431	0.3965477639
432	0.3962730335
433	0.3959226118
434	0.3953712205
435	0.3951411512
436	0.3946664373
437	0.3946415868
438	0.3945383284
439	0.3943493684
440	0.3939692683
441	0.3937815593
442	0.3934894058
443	0.3932622572
444	0.3931824287
445	0.39293839
446	0.392874178
447	0.392518321
448	0.3921825661
449	0.3917802526
450	0.3912965596
451	0.391111164
452	0.3905855729
453	0.3903291172
454	0.3899481343
455	0.3895361602
456	0.3892135898
457	0.3891757157
458	0.3889135679
459	0.3886799521
460	0.3886633635
461	0.3886212316
462	0.3881797579
463	0.3878739172
464	0.3875655995
465	0.3875411981
466	0.3873040511
467	0.387073148
468	0.386743574
469	0.3864316735
470	0.3859332197
471	0.3855119314
472	0.3848722855
473	0.3844229493
474	0.3841856387
475	0.3840702759
476	0.3838896288
477	0.3834954434
478	0.383180562
479	0.3829230461
480	0.382662538
481	0.3823911336
482	0.3820766754
483	0.3818448888
484	0.3815784289
485	0.3813787692
486	0.3810601128
487	0.3807632671
488	0.3804693818
489	0.3802024967
490	0.3800413516
491	0.3796355247
492	0.3793632282
493	0.3792829533
494	0.3789518356
495	0.3786081784
496	0.3781101134
497	0.3775570194
498	0.3772223002
499	0.3768818829
500	0.3763742288
501	0.3760513869
502	0.3758453131
503	0.3756402916
504	0.3755197002
505	0.3753432711
506	0.3753361563
507	0.3750161562
508	0.3745429079
509	0.3744969388
510	0.374157138
511	0.3736891137
512	0.3732524309
513	0.3729651133
514	0.3725591368
515	0.3721501615
516	0.3719841586
517	0.3716860116
518	0.3714860757
519	0.3713069545
520	0.3712522752
521	0.3708725539
522	0.3707219753
523	0.3704021103
524	0.3701943126
525	0.369733466
526	0.369560998
527	0.3691748864
528	0.3687205944
529	0.368498332
530	0.3683990373
531	0.3679306149
532	0.3676890612
533	0.3672117028
534	0.3669308391
535	0.3668614964
536	0.3665025764
537	0.3664055261
538	0.3661877573
539	0.365997186
540	0.3659794331
541	0.3653830323
542	0.3650178558
543	0.3646373755
544	0.3644018902
545	0.3639101903
546	0.3633743776
547	0.3631914755
548	0.3630023797
549	0.3629680402
550	0.3626840896
551	0.3623791748
552	0.3621807218
553	0.3619093226
554	0.3614155359
555	0.3609051221
556	0.3606458267
557	0.3603695042
558	0.3602721976
559	0.3601030396
560	0.3599823766
561	0.359792102
562	0.3595500913
563	0.3592867123
564	0.3589040842
565	0.3584623986
566	0.3578319649
567	0.3574919065
568	0.3574484123
569	0.3571718613
570	0.35698833
571	0.3568988058
572	0.3565770096
573	0.3565377547
574	0.3561701291
575	0.3560650567
576	0.355959575
577	0.3555715442
578	0.3552337375
579	0.3548453556
580	0.3544606984
581	0.3542134345
582	0.3538947231
583	0.3536418372
584	0.3534701712
585	0.3531861716
586	0.3528844072
587	0.3527136233
588	0.3525715815
589	0.3521743258
590	0.3517100182
591	0.3513577249
592	0.3512199004
593	0.3509853151
594	0.3506710894
595	0.3502259599
596	0.3496880823
597	0.349532936
598	0.3494826131
599	0.3493384447
600	0.3491326577
601	0.3485782961
602	0.3481894387
603	0.3478979521
604	0.3477758772
605	0.347524233
606	0.3471057196
607	0.3468865282
608	0.346782126
609	0.3467197749
610	0.3463848048
611	0.3458953672
612	0.3458691153
613	0.3457393527
614	0.3452726622
615	0.3452073832
616	0.344987458
617	0.344625081
618	0.3445436166
619	0.344381537
620	0.3441495472
621	0.3440004342
622	0.3436616719
623	0.3432490336
624	0.3428411431
625	0.3425723844
626	0.3423507127
627	0.3421175857
628	0.34195814
629	0.3418971466
630	0.3416939974
631	0.3414440162
632	0.3412317852
633	0.3410631431
634	0.3408873094
635	0.340829981
636	0.3408183926
637	0.3405826098
638	0.3403491464
639	0.3401558333
640	0.3397564736
641	0.3396430247
642	0.3393015027
643	0.3390307234
644	0.3387461311
645	0.338636099
646	0.3383893099
647	0.3381241063
648	0.3378498521
649	0.3377253817
650	0.3373428252
651	0.3368371122
652	0.3368275245
653	0.3365265363
654	0.3362623592
655	0.3360385776
656	0.3358104348
657	0.335400692
658	0.3353327963
659	0.334935487
660	0.3346787188
661	0.334326952
662	0.3340003649
663	0.3337267611
664	0.3335192588
665	0.3333480424
666	0.3333167798
667	0.3331503292
668	0.3325985822
669	0.3320930176
670	0.3320921302
671	0.3316964851
672	0.3314124074
673	0.3312962201
674	0.3310670528
675	0.3309194187
676	0.3306377874
677	0.3305599325
678	0.3303342409
679	0.3301531414
680	0.3299028185
681	0.3297163619
682	0.329450045
683	0.3289964577
684	0.3288255711
685	0.3287541807
686	0.3285626815
687	0.328325608
688	0.3279527605
689	0.3275717497
690	0.3273643984
691	0.3269789159
692	0.3267878281
693	0.3264727261
694	0.3264328314
695	0.3264008045
696	0.3261829734
697	0.3261153109
698	0.325745113
699	0.3255545576
700	0.3255180385
701	0.3252208749
702	0.3250430703
703	0.3249269744
704	0.3246199661
705	0.3243261774
706	0.3243099603
707	0.3241045329
708	0.3241014686
709	0.323831247
710	0.3237644785
711	0.3237503654
712	0.3235979352
713	0.3233039863
714	0.3231182615
715	0.3229630199
716	0.3227779057
717	0.3227243768
718	0.322410012
719	0.3223712371
720	0.3219846951
721	0.3217619081
722	0.3217586332
723	0.3214283142
724	0.3212350183
725	0.3208828006
726	0.3207151956
727	0.3203885496
728	0.3203802473
729	0.3202230665
730	0.3199228558
731	0.3195837034
732	0.3191511697
733	0.3188320716
734	0.318618993
735	0.3184814976
736	0.3183614843
737	0.3181203379
738	0.3178383629
739	0.3176848147
740	0.3173887458
741	0.3170264297
742	0.3168527861
743	0.3164040413
744	0.3161556211
745	0.3160995225
746	0.3159855505
747	0.3157196502
748	0.3153680086
749	0.3150988837
750	0.3150003307
751	0.3149494191
752	0.3146947589
753	0.3142468724
754	0.3138744599
755	0.3136175262
756	0.3132656892
757	0.3129561663
758	0.3126741648
759	0.3124654207
760	0.3122870233
761	0.3119198389
762	0.3116430779
763	0.3114026659
764	0.3111728443
765	0.3109573907
766	0.3107967251
767	0.3105633961
768	0.3103948149
769	0.3101170911
770	0.3099249065
771	0.3094610029
772	0.3092026883
773	0.3089443624
774	0.3088189039
775	0.308600282
776	0.308408469
777	0.3082809859
778	0.3080341763
779	0.3078216924
780	0.3077623361
781	0.3076063044
782	0.3073636783
783	0.3073168457
784	0.3070976151
785	0.3069198449
786	0.3067322903
787	0.3062990619
788	0.3060317616
789	0.3058897164
790	0.3056719104
791	0.3053700334
792	0.3051587198
793	0.3048347804
794	0.3046195825
795	0.3044889973
796	0.3041825851
797	0.3041279727
798	0.3038728608
799	0.3035827074
800	0.3033711678
801	0.3031257762
802	0.3030015548
803	0.3026704384
804	0.3023560802
805	0.3021850215
806	0.3019406425
807	0.3018017458
808	0.3015915056
809	0.3013296968
810	0.3012936976
811	0.3010406567
812	0.300762605
813	0.3004462494
814	0.3002581259
815	0.3001350522
816	0.3000162575
817	0.2999610384
818	0.2996610741
819	0.2994254165
820	0.2991431614
821	0.2989938054
822	0.2986892535
823	0.2983211431
824	0.2981844127
825	0.2981075817
826	0.2980334851
827	0.297712381
828	0.2975180017
829	0.2974236581
830	0.297158177
831	0.2968733476
832	0.2966186603
833	0.296467542
834	0.2961914149
835	0.2960383236
836	0.2958830184
837	0.295727194
838	0.2954218487
839	0.2951748689
840	0.2948509157
841	0.2947072102
842	0.2944614053
843	0.2941942844
844	0.2938995818
845	0.2938368248
846	0.2936846097
847	0.2935887078
848	0.2934389399
849	0.2931707753
850	0.2929869407
851	0.292741749
852	0.2926643358
853	0.2924487531
854	0.2924174156
855	0.292308312
856	0.2922641913
857	0.2919239726
858	0.2917280813
859	0.291526352
860	0.2912486845
861	0.2909546071
862	0.2908102512
863	0.2905806839
864	0.2903205574
865	0.290077383
866	0.2898344318
867	0.289638916
868	0.2894008683
869	0.2891484102
870	0.2889813754
871	0.2888595872
872	0.2887968202
873	0.2886223919
874	0.2883582864
875	0.288152343
876	0.2879455898
877	0.2876246399
878	0.2876027657
879	0.287405775
880	0.2871315188
881	0.2869031303
882	0.2867590917
883	0.2865341816
884	0.2863867058
885	0.2860741635
886	0.2858447207
887	0.2855254889
888	0.2853805774
889	0.2851546254
890	0.2848344624
891	0.2846892887
892	0.2845788631
893	0.2843981849
894	0.2841945615
895	0.2839152621
896	0.2836835259
897	0.2834453629
898	0.2834224065
899	0.2831299623
900	0.2828253335
901	0.2825986591
902	0.2824502461
903	0.2822475407
904	0.2819588734
905	0.2818193522
906	0.2815851596
907	0.2813229044
908	0.2810567412
909	0.2809216883
910	0.2806829009
911	0.2805944754
912	0.2803357085
913	0.2801770674
914	0.280131597
915	0.2800625457
916	0.279936809
917	0.2798786243
918	0.2796948274
919	0.2794177863
920	0.2792165776
921	0.2790864593
922	0.2789673063
923	0.2789026737
924	0.2787537356
925	0.2784966581
926	0.2780931082
927	0.2779273616
928	0.2778087623
929	0.2777809713
930	0.277596685
931	0.2775294999
932	0.2772970657
933	0.2770135078
934	0.2767854704
935	0.2765174038
936	0.2762002753
937	0.2760664463
938	0.2760662205
939	0.2758670469
940	0.2758101834
941	0.2756009307
942	0.2753586842
943	0.2753357669
944	0.2750176218
945	0.2748734269
946	0.2745468431
947	0.2743644847
948	0.2740956227
949	0.2738994797
950	0.2738398784
951	0.2735748702
952	0.273492174
953	0.2734363298
954	0.2733107282
955	0.2731811802
956	0.2729309453
957	0.2727384693
958	0.2724928399
959	0.2723165684
960	0.2721129119
961	0.271942999
962	0.2716944072
963	0.2715317176
964	0.2714080115
965	0.271286524
966	0.2711930904
967	0.2708816164
968	0.2706668907
969	0.2703694012
970	0.2702414758
971	0.2700492541
972	0.2698283646
973	0.2697936628
974	0.2696306884
975	0.2693186078
976	0.2692237702
977	0.269065551
978	0.2688913855
979	0.2686087529
980	0.2682358947
981	0.268050817
982	0.2678688433
983	0.2677838677
984	0.2675254199
985	0.2673398263
986	0.2672636926
987	0.2669182506
988	0.2667249997
989	0.2664578471
990	0.2662322435
991	0.2660842207
992	0.2659075724
993	0.2657730215
994	0.2656161322
995	0.2653977381
996	0.2651766433
997	0.2650694754
998	0.2650574413
999	0.2647906833
