iter	Passed	Remaining
199	499	1999
200	502	1997
201	504	1993
202	507	1993
203	509	1989
204	511	1985
205	514	1983
206	516	1978
207	518	1973
208	522	1978
209	524	1974
210	526	1969
211	529	1968
212	533	1969
213	536	1969
214	537	1963
215	540	1960
216	541	1954
217	544	1953
218	546	1948
219	548	1944
220	552	1946
221	553	1940
222	555	1935
223	557	1931
224	559	1928
225	561	1922
226	563	1917
227	565	1914
228	567	1911
229	569	1907
230	572	1904
231	574	1901
232	576	1897
233	579	1897
234	582	1895
235	587	1901
236	589	1898
237	591	1894
238	595	1895
239	597	1891
240	600	1891
241	602	1888
242	604	1883
243	607	1880
244	609	1879
245	612	1876
246	614	1874
247	618	1874
248	619	1869
249	622	1866
250	624	1863
251	627	1861
252	629	1857
253	631	1855
254	634	1854
255	636	1850
256	638	1846
257	640	1842
258	641	1835
259	643	1831
260	645	1827
261	647	1824
262	649	1820
263	651	1815
264	653	1813
265	655	1809
266	657	1804
267	659	1801
268	661	1797
269	665	1798
270	667	1796
271	669	1792
272	671	1787
273	674	1786
274	675	1781
275	678	1779
276	680	1777
277	683	1774
278	684	1769
279	686	1764
280	688	1760
281	689	1755
282	690	1750
283	693	1748
284	695	1745
285	697	1741
286	698	1736
287	700	1731
288	703	1729
289	705	1726
290	707	1722
291	709	1719
292	711	1716
293	713	1712
294	714	1708
295	716	1704
296	719	1703
297	722	1702
298	724	1698
299	728	1698
300	731	1697
301	733	1696
302	735	1693
303	737	1689
304	741	1688
305	743	1686
306	745	1683
307	748	1682
308	750	1678
309	752	1674
310	754	1670
311	756	1668
312	759	1666
313	761	1664
314	764	1662
315	766	1658
316	768	1654
317	771	1654
318	773	1652
319	776	1650
320	778	1646
321	780	1643
322	783	1642
323	785	1639
324	788	1636
325	789	1633
326	792	1631
327	796	1631
328	799	1630
329	801	1626
330	802	1622
331	805	1619
332	807	1617
333	809	1613
334	811	1610
335	814	1609
336	815	1605
337	818	1603
338	821	1601
339	823	1599
340	826	1597
341	830	1597
342	832	1594
343	834	1591
344	837	1590
345	839	1587
346	843	1586
347	845	1584
348	847	1581
349	850	1579
350	853	1578
351	858	1581
352	862	1580
353	864	1577
354	866	1574
355	869	1572
356	871	1569
357	873	1566
358	875	1563
359	877	1560
360	880	1558
361	882	1555
362	884	1553
363	888	1551
364	889	1548
365	891	1544
366	893	1541
367	895	1538
368	897	1534
369	899	1531
370	900	1527
371	903	1524
372	906	1522
373	908	1520
374	910	1517
375	912	1515
376	915	1512
377	917	1509
378	918	1505
379	921	1503
380	923	1500
381	925	1497
382	927	1494
383	931	1493
384	933	1490
385	935	1487
386	937	1485
387	941	1485
388	944	1483
389	947	1482
390	949	1479
391	953	1478
392	955	1476
393	958	1473
394	959	1469
395	961	1466
396	963	1463
397	965	1460
398	967	1457
399	969	1454
400	972	1452
401	975	1450
402	977	1448
403	980	1445
404	982	1444
405	984	1440
406	988	1440
407	991	1439
408	994	1437
409	996	1434
410	999	1432
411	1001	1429
412	1003	1425
413	1005	1423
414	1007	1420
415	1010	1418
416	1012	1415
417	1015	1413
418	1017	1410
419	1019	1407
420	1020	1404
421	1022	1400
422	1024	1397
423	1027	1396
424	1029	1392
425	1032	1390
426	1034	1387
427	1036	1384
428	1038	1381
429	1041	1381
430	1043	1377
431	1045	1374
432	1048	1372
433	1051	1371
434	1054	1369
435	1061	1372
436	1067	1375
437	1075	1379
438	1081	1382
439	1084	1379
440	1087	1377
441	1089	1374
442	1090	1371
443	1093	1369
444	1096	1367
445	1098	1364
446	1101	1362
447	1102	1358
448	1104	1355
449	1108	1354
450	1109	1351
451	1112	1349
452	1115	1346
453	1117	1344
454	1120	1342
455	1124	1341
456	1128	1340
457	1130	1337
458	1133	1336
459	1136	1333
460	1138	1331
461	1140	1328
462	1144	1327
463	1146	1324
464	1147	1320
465	1150	1318
466	1152	1315
467	1154	1312
468	1157	1310
469	1159	1307
470	1161	1304
471	1164	1302
472	1166	1300
473	1168	1296
474	1170	1293
475	1173	1291
476	1174	1288
477	1177	1285
478	1180	1283
479	1182	1280
480	1184	1277
481	1186	1275
482	1189	1272
483	1191	1270
484	1193	1267
485	1195	1264
486	1199	1263
487	1201	1261
488	1203	1257
489	1206	1256
490	1209	1254
491	1212	1251
492	1213	1247
493	1215	1245
494	1218	1243
495	1222	1242
496	1225	1240
497	1228	1238
498	1231	1236
499	1233	1233
500	1235	1230
501	1238	1228
502	1241	1226
503	1244	1224
504	1246	1221
505	1248	1219
506	1251	1216
507	1254	1214
508	1256	1212
509	1259	1210
510	1263	1208
511	1265	1206
512	1268	1203
513	1270	1201
514	1273	1198
515	1275	1196
516	1277	1193
517	1280	1191
518	1282	1188
519	1283	1185
520	1285	1182
521	1287	1179
522	1289	1176
523	1292	1173
524	1295	1172
525	1298	1169
526	1300	1167
527	1303	1165
528	1306	1163
529	1310	1161
530	1311	1158
531	1314	1156
532	1317	1154
533	1319	1151
534	1321	1148
535	1324	1146
536	1326	1143
537	1329	1141
538	1333	1140
539	1336	1138
540	1339	1136
541	1343	1135
542	1348	1135
543	1352	1133
544	1355	1131
545	1358	1129
546	1362	1128
547	1367	1127
548	1370	1125
549	1375	1125
550	1378	1122
551	1380	1120
552	1383	1118
553	1386	1116
554	1392	1116
555	1395	1114
556	1400	1114
557	1403	1111
558	1407	1110
559	1410	1108
560	1414	1106
561	1417	1104
562	1420	1102
563	1424	1101
564	1427	1098
565	1430	1096
566	1432	1094
567	1435	1091
568	1437	1089
569	1440	1086
570	1443	1084
571	1446	1082
572	1449	1080
573	1452	1077
574	1455	1075
575	1458	1073
576	1462	1072
577	1466	1071
578	1470	1069
579	1473	1067
580	1477	1065
581	1481	1063
582	1483	1061
583	1497	1066
584	1500	1064
585	1503	1062
586	1506	1060
587	1513	1060
588	1518	1059
589	1521	1057
590	1526	1056
591	1529	1053
592	1532	1051
593	1534	1049
594	1538	1047
595	1541	1045
596	1545	1043
597	1548	1041
598	1552	1039
599	1558	1039
600	1563	1038
601	1567	1036
602	1572	1035
603	1578	1034
604	1584	1034
605	1590	1034
606	1592	1031
607	1595	1028
608	1597	1025
609	1599	1022
610	1603	1020
611	1606	1018
612	1610	1016
613	1614	1014
614	1617	1012
615	1619	1009
616	1624	1008
617	1629	1007
618	1637	1007
619	1653	1013
620	1659	1012
621	1665	1011
622	1672	1012
623	1684	1014
624	1690	1014
625	1694	1012
626	1750	1041
627	1757	1040
628	1761	1038
629	1766	1037
630	1769	1034
631	1772	1031
632	1775	1029
633	1779	1027
634	1781	1024
635	1787	1023
636	1790	1020
637	1792	1017
638	1798	1016
639	1801	1013
640	2061	1154
641	2065	1151
642	2070	1149
643	2073	1146
644	2076	1142
645	2084	1142
646	2095	1143
647	2107	1144
648	2115	1143
649	2115	1143
650	2117	1136
651	2120	1133
652	2124	1130
653	2126	1126
654	2131	1124
655	2133	1120
656	2141	1119
657	2149	1119
658	2157	1117
659	2183	1126
660	2194	1127
661	2199	1124
662	2206	1123
663	2212	1121
664	2216	1118
665	2221	1115
666	2225	1112
667	2227	1108
668	2230	1105
669	2234	1102
670	2236	1098
671	2239	1094
672	2242	1091
673	2247	1088
674	2252	1086
675	2255	1082
676	2258	1079
677	2262	1075
678	2270	1075
679	2275	1072
680	2280	1069
681	2287	1068
682	2291	1065
683	2294	1061
684	2298	1058
685	2300	1054
686	2303	1050
687	2307	1048
688	2312	1045
689	2316	1042
690	2319	1038
691	2322	1035
692	2326	1031
693	2329	1028
694	2333	1025
695	2336	1021
696	2338	1018
697	2341	1014
698	2345	1011
699	2347	1007
700	2350	1004
701	2355	1001
702	2358	997
703	2362	994
704	2365	991
705	2370	988
706	2374	985
707	2378	982
708	2386	981
709	2389	977
710	2393	974
711	2397	971
712	2400	967
713	2405	964
714	2410	962
715	2416	959
716	2425	958
717	2428	955
718	2431	951
719	2435	948
720	2439	945
721	2444	942
722	2447	939
723	2450	935
724	2453	931
725	2456	928
726	2458	924
727	2460	920
728	2462	916
729	2464	912
730	2467	909
731	2470	905
732	2473	902
733	2476	898
734	2479	895
735	2483	891
736	2485	888
737	2489	885
738	2492	881
739	2495	877
740	2498	874
741	2501	871
742	2503	867
743	2507	863
744	2510	860
745	2516	857
746	2519	854
747	2522	850
748	2524	847
749	2528	844
750	2532	840
751	2537	837
752	2539	834
753	2547	832
754	2551	829
755	2554	825
756	2558	822
757	2564	819
758	2570	817
759	2574	813
760	2577	810
761	2582	807
762	2585	804
763	2590	801
764	2594	798
765	2600	795
766	2607	793
767	2611	789
768	2614	786
769	2616	782
770	2773	824
771	2776	821
772	2780	817
773	2782	813
774	2784	809
775	2786	805
776	2789	801
777	2791	797
778	2793	793
779	2849	804
780	2853	801
781	2857	797
782	2862	794
783	2866	790
784	2869	786
785	2872	782
786	2875	779
787	2879	775
788	2882	771
789	2885	767
790	2887	763
791	2891	760
792	2896	756
793	2899	753
794	2902	749
795	2907	746
796	2913	742
797	2916	739
798	2920	735
799	2926	732
800	2929	728
801	2932	724
802	2935	721
803	2938	717
804	2941	713
805	2945	709
806	2953	707
807	2956	703
808	2960	699
809	2967	696
810	2972	693
811	2984	691
812	2987	687
813	2989	684
814	2992	680
815	2995	676
816	2999	672
817	3002	668
818	3007	665
819	3010	661
820	3013	657
821	3017	654
822	3021	650
823	3024	646
824	3026	642
825	3028	638
826	3030	634
827	3032	630
828	3034	626
829	3036	622
830	3039	618
831	3041	614
832	3043	610
833	3047	607
834	3051	603
835	3053	599
836	3056	595
837	3058	591
838	3060	588
839	3062	584
840	3065	580
841	3067	576
842	3069	572
843	3072	568
844	3073	564
845	3075	560
846	3077	556
847	3080	552
848	3082	548
849	3084	545
850	3087	541
851	3089	537
852	3091	533
853	3093	529
854	3095	525
855	3097	521
856	3099	517
857	3102	514
858	3105	510
859	3109	506
860	3112	503
861	3114	499
862	3117	495
863	3120	491
864	3122	487
865	3124	483
866	3126	480
867	3129	476
868	3131	472
869	3135	469
870	3138	465
871	3143	461
872	3145	458
873	3148	454
874	3151	450
875	3153	446
876	3156	443
877	3160	439
878	3162	435
879	3165	432
880	3167	428
881	3171	424
882	3173	420
883	3176	417
884	3178	413
885	3179	409
886	3183	406
887	3185	402
888	3187	398
889	3190	394
890	3191	390
891	3194	387
892	3196	383
893	3197	379
894	3200	375
895	3202	372
896	3204	368
897	3206	364
898	3208	360
899	3209	357
900	3211	353
901	3214	349
902	3216	345
903	3219	342
904	3221	338
905	3223	334
906	3225	331
907	3227	327
908	3229	323
909	3231	319
910	3233	316
911	3237	312
912	3239	309
913	3242	305
914	3244	301
915	3247	298
916	3250	294
917	3252	290
918	3254	287
919	3257	283
920	3259	279
921	3261	276
922	3267	272
923	3270	269
924	3272	265
925	3274	261
926	3276	258
927	3278	254
928	3280	250
929	3282	247
930	3284	243
931	3286	240
932	3287	236
933	3289	232
934	3290	229
935	3292	225
936	3296	221
937	3299	218
938	3302	214
939	3304	211
940	3306	207
941	3312	204
942	3314	200
943	3318	197
944	3325	193
945	3327	190
946	3329	186
947	3332	182
948	3334	179
949	3335	175
950	3337	172
951	3339	168
952	3342	165
953	3345	161
954	3348	157
955	3349	154
956	3351	150
957	3354	147
958	3355	143
959	3357	140
960	3360	136
961	3362	132
962	3364	129
963	3366	125
964	3368	122
965	3369	118
966	3371	115
967	3372	111
968	3375	108
969	3377	104
970	3378	101
971	3381	97
972	3383	93
973	3385	90
974	3387	86
975	3388	83
976	3391	79
977	3393	76
978	3398	72
979	3410	69
980	3412	66
981	3414	62
982	3416	59
983	3417	55
984	3419	52
985	3421	48
986	3423	45
987	3425	41
988	3428	38
989	3429	34
990	3431	31
991	3433	27
992	3435	24
993	3436	20
994	3438	17
995	3440	13
996	3442	10
997	3444	6
998	3446	3
999	3448	0
