iter	Logloss
268	0.47226402
269	0.4721701874
270	0.4717257712
271	0.4714984116
272	0.4709950268
273	0.4709038486
274	0.4702555153
275	0.4698850658
276	0.4693239556
277	0.468453496
278	0.4678861462
279	0.4674602333
280	0.4669114517
281	0.4663425694
282	0.4659171058
283	0.4652624326
284	0.4650785052
285	0.4643648893
286	0.4639216718
287	0.4635025597
288	0.463223759
289	0.4626820064
290	0.4621466425
291	0.4617736313
292	0.4612613151
293	0.4608931803
294	0.4606540644
295	0.4602356835
296	0.4593631347
297	0.4592513803
298	0.458878093
299	0.4579383694
300	0.4574621386
301	0.4570760525
302	0.4567703019
303	0.4563455065
304	0.4558959623
305	0.4557399776
306	0.4555007524
307	0.4550433805
308	0.4545895418
309	0.4539596796
310	0.4532418658
311	0.4525243166
312	0.4522655497
313	0.4518286881
314	0.4512493902
315	0.4506180326
316	0.4502254327
317	0.4498083386
318	0.4494532367
319	0.4489551375
320	0.448540774
321	0.4478943924
322	0.4475872225
323	0.4471297718
324	0.446306784
325	0.445706139
326	0.4453760833
327	0.4448053747
328	0.4444615089
329	0.443799907
330	0.4435804413
331	0.44317172
332	0.4426690469
333	0.442414251
334	0.4421368155
335	0.4417547779
336	0.4413809256
337	0.440692599
338	0.4403816932
339	0.4399329762
340	0.4397936225
341	0.4392710772
342	0.4386392564
343	0.4381383793
344	0.4374942723
345	0.4370031102
346	0.4368361652
347	0.4365749912
348	0.4361048261
349	0.4355943176
350	0.4353368319
351	0.4345932305
352	0.434401332
353	0.4339786996
354	0.4338619477
355	0.4334693339
356	0.43306448
357	0.4325416754
358	0.4320542872
359	0.4315571745
360	0.4313346757
361	0.4313007918
362	0.4309233735
363	0.4305913938
364	0.4303277834
365	0.4297720058
366	0.4293480029
367	0.4289705518
368	0.4286691411
369	0.4283323341
370	0.4281039284
371	0.4278232955
372	0.4274227331
373	0.4269854201
374	0.4264441805
375	0.4259762853
376	0.4255500231
377	0.4249591129
378	0.4242552227
379	0.4235203425
380	0.4231387175
381	0.4228473292
382	0.4225616071
383	0.4224526879
384	0.4220680839
385	0.4216894097
386	0.4213818626
387	0.4211710188
388	0.4205427309
389	0.4200218575
390	0.4195389718
391	0.4193622453
392	0.4191161835
393	0.4187750598
394	0.4184823132
395	0.4179902398
396	0.4178479658
397	0.4174927894
398	0.4170943247
399	0.4167598416
400	0.4164171404
401	0.416277898
402	0.4160006096
403	0.415727701
404	0.4154929754
405	0.4149688982
406	0.4146564303
407	0.4141562384
408	0.4139478139
409	0.4135431993
410	0.4133055556
411	0.4130795737
412	0.412681674
413	0.4125155048
414	0.4123205551
415	0.4119098019
416	0.4112540652
417	0.410765638
418	0.4105597961
419	0.410021496
420	0.4095951105
421	0.4094660383
422	0.4089552942
423	0.408551906
424	0.4081871435
425	0.4076783078
426	0.4074326043
427	0.4068916303
428	0.4065079312
429	0.4059661624
430	0.4055530513
431	0.4053597939
432	0.4050592992
433	0.4046832176
434	0.404029745
435	0.4035896937
436	0.4029156038
437	0.4024355981
438	0.4019232853
439	0.4016642047
440	0.4016582982
441	0.401274991
442	0.4006767882
443	0.4003006177
444	0.4000021375
445	0.3997150289
446	0.3991724958
447	0.3984656089
448	0.3980295095
449	0.3975774528
450	0.3971785325
451	0.3967682817
452	0.3964104192
453	0.3960277511
454	0.3957861832
455	0.3954921881
456	0.3951398267
457	0.3948077516
458	0.3944775719
459	0.3943530129
460	0.3938823251
461	0.3934925076
462	0.3929884611
463	0.3926523477
464	0.3924597518
465	0.3921650315
466	0.3918170096
467	0.391640556
468	0.3912404721
469	0.3906873781
470	0.3905628353
471	0.390197912
472	0.390027862
473	0.3897541104
474	0.3895591416
475	0.3890857183
476	0.3887686433
477	0.3885661427
478	0.3884500707
479	0.3880899853
480	0.3877669391
481	0.3869902295
482	0.3864135899
483	0.3861434008
484	0.3859966717
485	0.3857596286
486	0.3854633937
487	0.3852377199
488	0.3849959936
489	0.3846567
490	0.3843986395
491	0.3842317558
492	0.3841675748
493	0.3834051727
494	0.3828872767
495	0.3825758449
496	0.3819932717
497	0.3816970128
498	0.3816453525
499	0.3812522024
500	0.3808187452
501	0.3807236974
502	0.3802936044
503	0.3800810122
504	0.3798867211
505	0.3797362074
506	0.3792879164
507	0.378853438
508	0.3784289403
509	0.3778546908
510	0.3777666887
511	0.3777038384
512	0.3774938002
513	0.3770752809
514	0.3767782365
515	0.3765742496
516	0.3762920353
517	0.3758407748
518	0.3757260705
519	0.3754532153
520	0.3750604123
521	0.3747653678
522	0.3742815963
523	0.3742107646
524	0.3739582517
525	0.373474967
526	0.3730262804
527	0.3728590141
528	0.3724739101
529	0.3723162163
530	0.3717619861
531	0.3716989665
532	0.3716319169
533	0.3712118955
534	0.3708795369
535	0.370406898
536	0.3700326118
537	0.369833095
538	0.3694029686
539	0.3691787024
540	0.3687829225
541	0.3684782702
542	0.3684161661
543	0.3680707655
544	0.3676493034
545	0.36733389
546	0.3669685155
547	0.3666959519
548	0.3664075456
549	0.3660292076
550	0.3655611012
551	0.3653181831
552	0.3651341228
553	0.3645959422
554	0.3643924872
555	0.3642288726
556	0.3640049514
557	0.3636483633
558	0.3634185563
559	0.3633591952
560	0.3629979766
561	0.3625820526
562	0.3624823213
563	0.3622719013
564	0.3620839942
565	0.3617603476
566	0.3612557419
567	0.3609252996
568	0.3604325551
569	0.3601547455
570	0.359719513
571	0.3592622815
572	0.359032242
573	0.3588874809
574	0.3584885784
575	0.3580042026
576	0.3577004472
577	0.3575327175
578	0.3571028951
579	0.3569553614
580	0.3566351843
581	0.3565148042
582	0.3562889843
583	0.3557184302
584	0.3554214799
585	0.3550877818
586	0.3550274356
587	0.3548779537
588	0.3543500097
589	0.3540946215
590	0.3536661961
591	0.3535717049
592	0.3533253319
593	0.3531470749
594	0.352936264
595	0.352435959
596	0.3520205726
597	0.3519806392
598	0.3518981649
599	0.3514711418
600	0.3514222746
601	0.3512216007
602	0.350978549
603	0.3507495672
604	0.3506335557
605	0.3501525982
606	0.3501032849
607	0.3499101059
608	0.3497105923
609	0.3493268164
610	0.349098466
611	0.3488875904
612	0.3484434418
613	0.3479852822
614	0.34774194
615	0.3474418307
616	0.3471676201
617	0.3469690907
618	0.3468684163
619	0.3467334065
620	0.3463187882
621	0.3460597813
622	0.3458870792
623	0.3457344315
624	0.3455670054
625	0.3452890593
626	0.3451410626
627	0.3449467647
628	0.3445770409
629	0.3442767613
630	0.3442228332
631	0.3436741119
632	0.3431877856
633	0.3428298735
634	0.3426482224
635	0.3423140042
636	0.3422218459
637	0.3419420544
638	0.3415414376
639	0.3412975919
640	0.3409064278
641	0.3408103718
642	0.3403140859
643	0.3401405502
644	0.3398961276
645	0.3393824988
646	0.3393490872
647	0.3392273954
648	0.339198217
649	0.3391387438
650	0.3387617323
651	0.3385069619
652	0.3384368944
653	0.3382538703
654	0.3379027781
655	0.3374818534
656	0.3374602932
657	0.337259102
658	0.3372168983
659	0.3370229806
660	0.3369452369
661	0.3365912906
662	0.3365304225
663	0.3364930411
664	0.336111332
665	0.3359149416
666	0.3358050348
667	0.3356253965
668	0.3354716471
669	0.3352431633
670	0.3350915604
671	0.3348443296
672	0.3346282413
673	0.3346051501
674	0.3343009177
675	0.334168308
676	0.3339000988
677	0.3338216687
678	0.3334406041
679	0.3333853943
680	0.3333061159
681	0.3331599247
682	0.332871604
683	0.3326282211
684	0.3323248732
685	0.3323112157
686	0.3322246275
687	0.3320051695
688	0.3319473806
689	0.3317535003
690	0.3315625085
691	0.3314131616
692	0.331010947
693	0.3307493137
694	0.3305799357
695	0.3303605249
696	0.3301171361
697	0.3300740113
698	0.329760565
699	0.3293992509
700	0.3290525075
701	0.3288618368
702	0.3287151212
703	0.3283722157
704	0.3281824483
705	0.328056636
706	0.3278147894
707	0.3275422901
708	0.3275059079
709	0.3272224858
710	0.3269764466
711	0.3265812173
712	0.3265683315
713	0.3262960636
714	0.3261966411
715	0.3258336374
716	0.32551837
717	0.3252774855
718	0.3249879531
719	0.3246814099
720	0.3246621223
721	0.3244691491
722	0.3243217693
723	0.3239741392
724	0.3238398719
725	0.3234826623
726	0.3232276476
727	0.3229868026
728	0.3228369791
729	0.322787761
730	0.3225954488
731	0.3223641783
732	0.3222977383
733	0.322164567
734	0.3219818367
735	0.3218549867
736	0.3218309626
737	0.3215449307
738	0.3212360303
739	0.3208632588
740	0.3207642252
741	0.3203924422
742	0.3203372417
743	0.3201929679
744	0.320047378
745	0.3199066836
746	0.3199042052
747	0.3194672123
748	0.3192748381
749	0.3191110141
750	0.3189428584
751	0.3187707985
752	0.3186076394
753	0.3185313203
754	0.3184764322
755	0.3182024524
756	0.3178788692
757	0.3177832526
758	0.3173676087
759	0.3173346044
760	0.3171213393
761	0.3169786892
762	0.3168566919
763	0.3166937563
764	0.3164849478
765	0.3162824937
766	0.3159141334
767	0.3156488145
768	0.3153842583
769	0.3151633355
770	0.3150531179
771	0.3146017391
772	0.314301103
773	0.3140220687
774	0.3138084589
775	0.3135638292
776	0.3135582548
777	0.3133783099
778	0.3132600033
779	0.3129642203
780	0.3128605551
781	0.3124580304
782	0.3122099926
783	0.3117613968
784	0.311548264
785	0.311476374
786	0.3112153979
787	0.3109972985
788	0.3107867964
789	0.310462122
790	0.3103115241
791	0.3100332086
792	0.3097958149
793	0.3097336446
794	0.3093624648
795	0.3089076754
796	0.3086783965
797	0.3083958094
798	0.3082880507
799	0.3078447948
800	0.3075242273
801	0.3073788722
802	0.3071996383
803	0.3068595719
804	0.3068388858
805	0.3066681183
806	0.3063633588
807	0.3062874412
808	0.3060830202
809	0.3059524467
810	0.305928218
811	0.3057872216
812	0.305598198
813	0.3054244738
814	0.3049203525
815	0.3047645269
816	0.3046558365
817	0.3045085245
818	0.3043801294
819	0.3041644883
820	0.3039842213
821	0.3036853974
822	0.3035078615
823	0.303183277
824	0.3029098459
825	0.3025963532
826	0.3024440169
827	0.3021136741
828	0.3018536003
829	0.3017169007
830	0.3014507595
831	0.301300174
832	0.3009940593
833	0.3008437081
834	0.300667628
835	0.300445706
836	0.3003226923
837	0.3001605839
838	0.3001154986
839	0.2999183541
840	0.2997625464
841	0.2997120914
842	0.2995717204
843	0.2994155011
844	0.2993114412
845	0.2990345897
846	0.2987326993
847	0.2985247064
848	0.2984861333
849	0.2982477494
850	0.2978770531
851	0.297705645
852	0.2973292815
853	0.2971607063
854	0.2968873541
855	0.2968598421
856	0.2965598848
857	0.2963829605
858	0.2961848818
859	0.2960221465
860	0.2957828215
861	0.2957664737
862	0.2956964202
863	0.2954339482
864	0.2953473036
865	0.2951046485
866	0.2949046779
867	0.294797669
868	0.2946579822
869	0.2944165881
870	0.2942406403
871	0.29406284
872	0.2938462632
873	0.2937269484
874	0.2936970984
875	0.2935671027
876	0.2932601959
877	0.2930573348
878	0.2927682406
879	0.2924450741
880	0.2921588297
881	0.292123232
882	0.2918617987
883	0.291587406
884	0.2913551779
885	0.2912766944
886	0.2911461659
887	0.2910195399
888	0.2907261795
889	0.2904751286
890	0.2902861925
891	0.2902471456
892	0.2899572078
893	0.2897186642
894	0.289429513
895	0.2891365022
896	0.2889126638
897	0.2885870414
898	0.2884393432
899	0.2882074296
900	0.2880854444
901	0.2878890974
902	0.2876687831
903	0.2876164876
904	0.2875780402
905	0.287430754
906	0.2873849847
907	0.2873267089
908	0.2871709224
909	0.2869821223
910	0.286777477
911	0.286498115
912	0.2861593508
913	0.2858023339
914	0.2857724989
915	0.2855178369
916	0.2852233068
917	0.2849721283
918	0.2848353519
919	0.2846791522
920	0.2845543457
921	0.2843413957
922	0.2841432838
923	0.2839646948
924	0.2837334702
925	0.2837043046
926	0.283489882
927	0.2832160741
928	0.2830871461
929	0.2829178496
930	0.2826761723
931	0.2825384763
932	0.2824138415
933	0.2821673044
934	0.2820846744
935	0.2820354167
936	0.2819671084
937	0.2817872594
938	0.2815299338
939	0.2814840439
940	0.2813140626
941	0.2811503433
942	0.2810968483
943	0.2809761912
944	0.280885942
945	0.2806923374
946	0.2804875654
947	0.2802967813
948	0.2802003259
949	0.2798880128
950	0.2797841304
951	0.2797048081
952	0.2796500929
953	0.2796192285
954	0.2795837322
955	0.2791532959
956	0.2788929885
957	0.2787977081
958	0.2786984176
959	0.2784395193
960	0.2782554391
961	0.2780951892
962	0.2778503359
963	0.2777406595
964	0.2776461464
965	0.2775032782
966	0.2774974743
967	0.2773962184
968	0.2771890771
969	0.2771252219
970	0.2769463286
971	0.2766747735
972	0.2765211275
973	0.2763437302
974	0.2761728586
975	0.2760969974
976	0.2760759974
977	0.2758390229
978	0.2758161388
979	0.2757987811
980	0.275573566
981	0.275427618
982	0.2751619305
983	0.2749906328
984	0.2749144002
985	0.2748174465
986	0.2746514778
987	0.2745668559
988	0.2745137913
989	0.2741888927
990	0.2740921146
991	0.2739879821
992	0.273851814
993	0.2737375399
994	0.2734246196
995	0.27310685
996	0.2730235802
997	0.2728630156
998	0.2725068729
999	0.2724103134
2647906833
